Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend
Mon Feb 26 2018,8:00 pm,Orlando Magic,105,Oklahoma City Thunder,112,18203,
Mon Feb 26 2018,10:00 pm,Minnesota Timberwolves,118,Sacramento Kings,100,17583,
Mon Feb 26 2018,7:30 pm,Detroit Pistons,94,Toronto Raptors,123,19800,
Mon Feb 26 2018,9:00 pm,Houston Rockets,96,Utah Jazz,85,18306,
Tue Feb 27 2018,7:00 pm,Chicago Bulls,103,Charlotte Hornets,118,14521,
Tue Feb 27 2018,7:00 pm,Brooklyn Nets,123,Cleveland Cavaliers,129,20562,
Tue Feb 27 2018,10:30 pm,Los Angeles Clippers,122,Denver Nuggets,120,15004,
Tue Feb 27 2018,7:30 pm,Philadelphia 76ers,101,Miami Heat,102,19600,
Tue Feb 27 2018,8:00 pm,Washington Wizards,107,Milwaukee Bucks,104,16093,
Tue Feb 27 2018,10:00 pm,Sacramento Kings,99,Portland Trail Blazers,116,19468,
Wed Feb 28 2018,7:30 pm,Indiana Pacers,102,Atlanta Hawks,107,13316,
Wed Feb 28 2018,7:30 pm,Charlotte Hornets,106,Boston Celtics,134,18624,
Wed Feb 28 2018,8:30 pm,Oklahoma City Thunder,111,Dallas Mavericks,110,20202,
Wed Feb 28 2018,7:00 pm,Milwaukee Bucks,87,Detroit Pistons,110,16146,
Wed Feb 28 2018,10:30 pm,Houston Rockets,105,Los Angeles Clippers,92,19068,
Wed Feb 28 2018,8:00 pm,Phoenix Suns,110,Memphis Grizzlies,102,13484,
Wed Feb 28 2018,7:00 pm,Toronto Raptors,117,Orlando Magic,104,17328,
Wed Feb 28 2018,8:30 pm,New Orleans Pelicans,121,San Antonio Spurs,116,18418,
Wed Feb 28 2018,8:00 pm,Golden State Warriors,109,Washington Wizards,101,20356,
Thu Mar 1 2018,8:00 pm,Philadelphia 76ers,108,Cleveland Cavaliers,97,20562,
Thu Mar 1 2018,7:30 pm,Los Angeles Lakers,131,Miami Heat,113,19600,
Thu Mar 1 2018,10:30 pm,Minnesota Timberwolves,99,Portland Trail Blazers,108,19533,
Thu Mar 1 2018,10:00 pm,Brooklyn Nets,111,Sacramento Kings,116,17583,
Fri Mar 2 2018,7:30 pm,Golden State Warriors,114,Atlanta Hawks,109,16728,
Fri Mar 2 2018,8:00 pm,Dallas Mavericks,100,Chicago Bulls,108,21017,
Fri Mar 2 2018,10:30 pm,New York Knicks,105,Los Angeles Clippers,128,17190,
Fri Mar 2 2018,8:00 pm,Denver Nuggets,108,Memphis Grizzlies,102,16421,
Fri Mar 2 2018,8:00 pm,Indiana Pacers,103,Milwaukee Bucks,96,17217,
Fri Mar 2 2018,7:00 pm,Detroit Pistons,106,Orlando Magic,115,17223,
Fri Mar 2 2018,7:00 pm,Charlotte Hornets,99,Philadelphia 76ers,110,20487,
Fri Mar 2 2018,9:00 pm,Oklahoma City Thunder,124,Phoenix Suns,116,18055,
Fri Mar 2 2018,10:30 pm,Minnesota Timberwolves,108,Utah Jazz,116,18306,
Fri Mar 2 2018,8:00 pm,Toronto Raptors,102,Washington Wizards,95,18631,
Sat Mar 3 2018,7:30 pm,Denver Nuggets,126,Cleveland Cavaliers,117,20562,
Sat Mar 3 2018,8:30 pm,Boston Celtics,120,Houston Rockets,123,18476,
Sat Mar 3 2018,7:30 pm,Detroit Pistons,96,Miami Heat,105,19600,
Sat Mar 3 2018,7:00 pm,Memphis Grizzlies,100,Orlando Magic,107,17875,
Sat Mar 3 2018,10:00 pm,Oklahoma City Thunder,100,Portland Trail Blazers,108,20063,
Sat Mar 3 2018,10:00 pm,Utah Jazz,98,Sacramento Kings,91,17583,
Sat Mar 3 2018,9:00 pm,Los Angeles Lakers,116,San Antonio Spurs,112,18557,
Sun Mar 4 2018,3:30 pm,Phoenix Suns,112,Atlanta Hawks,113,15166,
Sun Mar 4 2018,7:00 pm,New Orleans Pelicans,126,Dallas Mavericks,109,19798,
Sun Mar 4 2018,9:00 pm,Brooklyn Nets,120,Los Angeles Clippers,123,16384,
Sun Mar 4 2018,8:00 pm,Philadelphia 76ers,110,Milwaukee Bucks,118,15587,
Sun Mar 4 2018,9:00 pm,New York Knicks,99,Sacramento Kings,102,17583,
Sun Mar 4 2018,6:00 pm,Charlotte Hornets,98,Toronto Raptors,103,19800,
Sun Mar 4 2018,6:00 pm,Indiana Pacers,98,Washington Wizards,95,16646,
Mon Mar 5 2018,8:00 pm,Boston Celtics,105,Chicago Bulls,89,21286,
Mon Mar 5 2018,7:00 pm,Detroit Pistons,90,Cleveland Cavaliers,112,20562,
Mon Mar 5 2018,7:00 pm,Milwaukee Bucks,89,Indiana Pacers,92,15874,
Mon Mar 5 2018,10:30 pm,Portland Trail Blazers,108,Los Angeles Lakers,103,18997,
Mon Mar 5 2018,7:30 pm,Phoenix Suns,103,Miami Heat,125,19600,
Mon Mar 5 2018,8:30 pm,Memphis Grizzlies,98,San Antonio Spurs,100,18418,
Mon Mar 5 2018,9:00 pm,Orlando Magic,80,Utah Jazz,94,18306,
Tue Mar 6 2018,7:00 pm,Philadelphia 76ers,128,Charlotte Hornets,114,15600,
Tue Mar 6 2018,8:30 pm,Denver Nuggets,107,Dallas Mavericks,118,19504,
Tue Mar 6 2018,10:30 pm,Brooklyn Nets,101,Golden State Warriors,114,19596,
Tue Mar 6 2018,10:30 pm,New Orleans Pelicans,121,Los Angeles Clippers,116,16412,
Tue Mar 6 2018,8:00 pm,Houston Rockets,122,Oklahoma City Thunder,112,18203,
Tue Mar 6 2018,10:00 pm,New York Knicks,87,Portland Trail Blazers,111,19393,
Tue Mar 6 2018,7:00 pm,Atlanta Hawks,90,Toronto Raptors,106,19800,
Tue Mar 6 2018,7:00 pm,Miami Heat,113,Washington Wizards,117,16582,
Wed Mar 7 2018,8:00 pm,Memphis Grizzlies,110,Chicago Bulls,119,20210,
Wed Mar 7 2018,10:30 pm,Cleveland Cavaliers,113,Denver Nuggets,108,20062,
Wed Mar 7 2018,8:00 pm,Toronto Raptors,121,Detroit Pistons,119,17769,
Wed Mar 7 2018,7:00 pm,Utah Jazz,104,Indiana Pacers,84,16432,
Wed Mar 7 2018,10:30 pm,Orlando Magic,107,Los Angeles Lakers,108,18997,
Wed Mar 7 2018,8:00 pm,Houston Rockets,110,Milwaukee Bucks,99,17195,
Wed Mar 7 2018,10:00 pm,New Orleans Pelicans,114,Sacramento Kings,101,17583,
Thu Mar 8 2018,7:00 pm,Brooklyn Nets,125,Charlotte Hornets,111,14173,
Thu Mar 8 2018,10:30 pm,San Antonio Spurs,107,Golden State Warriors,110,19596,
Thu Mar 8 2018,7:30 pm,Philadelphia 76ers,99,Miami Heat,108,19600,
Thu Mar 8 2018,8:00 pm,Boston Celtics,117,Minnesota Timberwolves,109,18978,
Thu Mar 8 2018,8:00 pm,Phoenix Suns,87,Oklahoma City Thunder,115,18203,
Fri Mar 9 2018,9:00 pm,Los Angeles Lakers,116,Denver Nuggets,125,19807,
Fri Mar 9 2018,7:00 pm,Chicago Bulls,83,Detroit Pistons,99,17406,
Fri Mar 9 2018,7:00 pm,Atlanta Hawks,87,Indiana Pacers,112,17923,
Fri Mar 9 2018,10:30 pm,Cleveland Cavaliers,102,Los Angeles Clippers,116,19130,
Fri Mar 9 2018,8:00 pm,Utah Jazz,95,Memphis Grizzlies,78,15622,
Fri Mar 9 2018,8:00 pm,New York Knicks,112,Milwaukee Bucks,120,18717,
Fri Mar 9 2018,8:00 pm,Washington Wizards,116,New Orleans Pelicans,97,18143,
Fri Mar 9 2018,10:00 pm,Golden State Warriors,108,Portland Trail Blazers,125,19487,
Fri Mar 9 2018,10:00 pm,Orlando Magic,88,Sacramento Kings,94,17583,
Fri Mar 9 2018,7:30 pm,Houston Rockets,105,Toronto Raptors,108,20131,
Sat Mar 10 2018,5:00 pm,Phoenix Suns,115,Charlotte Hornets,122,19336,
Sat Mar 10 2018,8:30 pm,Memphis Grizzlies,80,Dallas Mavericks,114,19579,
Sat Mar 10 2018,10:30 pm,Orlando Magic,105,Los Angeles Clippers,113,16561,
Sat Mar 10 2018,7:30 pm,Washington Wizards,102,Miami Heat,129,19689,
Sat Mar 10 2018,8:30 pm,San Antonio Spurs,94,Oklahoma City Thunder,104,18203,
Sun Mar 11 2018,3:30 pm,Chicago Bulls,129,Atlanta Hawks,122,15266,
Sun Mar 11 2018,7:30 pm,Indiana Pacers,99,Boston Celtics,97,18624,
Sun Mar 11 2018,7:30 pm,Philadelphia 76ers,120,Brooklyn Nets,97,16901,
Sun Mar 11 2018,7:00 pm,Houston Rockets,105,Dallas Mavericks,82,20394,
Sun Mar 11 2018,5:00 pm,Sacramento Kings,104,Denver Nuggets,130,19520,
Sun Mar 11 2018,9:00 pm,Cleveland Cavaliers,113,Los Angeles Lakers,127,18997,
Sun Mar 11 2018,3:30 pm,Golden State Warriors,103,Minnesota Timberwolves,109,18978,
Sun Mar 11 2018,4:00 pm,Utah Jazz,116,New Orleans Pelicans,99,18062,
Sun Mar 11 2018,1:00 pm,Toronto Raptors,132,New York Knicks,106,19812,
Mon Mar 12 2018,8:00 pm,San Antonio Spurs,93,Houston Rockets,109,18092,
Mon Mar 12 2018,8:00 pm,Milwaukee Bucks,121,Memphis Grizzlies,103,14112,
Mon Mar 12 2018,8:00 pm,Sacramento Kings,101,Oklahoma City Thunder,106,18203,
Mon Mar 12 2018,10:30 pm,Miami Heat,99,Portland Trail Blazers,115,19786,
Tue Mar 13 2018,7:30 pm,Oklahoma City Thunder,119,Atlanta Hawks,107,16739,
Tue Mar 13 2018,7:30 pm,Toronto Raptors,116,Brooklyn Nets,102,16654,
Tue Mar 13 2018,8:00 pm,Los Angeles Clippers,112,Chicago Bulls,106,20912,
Tue Mar 13 2018,10:30 pm,Denver Nuggets,103,Los Angeles Lakers,112,18997,
Tue Mar 13 2018,8:00 pm,Charlotte Hornets,115,New Orleans Pelicans,119,15507,
Tue Mar 13 2018,7:30 pm,Dallas Mavericks,110,New York Knicks,97,18597,
Tue Mar 13 2018,7:00 pm,Indiana Pacers,101,Philadelphia 76ers,98,20531,
Tue Mar 13 2018,10:00 pm,Cleveland Cavaliers,129,Phoenix Suns,107,18055,
Tue Mar 13 2018,8:30 pm,Orlando Magic,72,San Antonio Spurs,108,18418,
Tue Mar 13 2018,9:00 pm,Detroit Pistons,79,Utah Jazz,110,18306,
Tue Mar 13 2018,7:00 pm,Minnesota Timberwolves,116,Washington Wizards,111,17078,
Wed Mar 14 2018,8:00 pm,Washington Wizards,125,Boston Celtics,124,Box Score,2OT,18624,
Wed Mar 14 2018,10:30 pm,Los Angeles Lakers,106,Golden State Warriors,117,19596,
Wed Mar 14 2018,7:00 pm,Milwaukee Bucks,117,Orlando Magic,126,17713,
Wed Mar 14 2018,10:00 pm,Miami Heat,119,Sacramento Kings,123,17583,
Thu Mar 15 2018,7:30 pm,Charlotte Hornets,129,Atlanta Hawks,117,14486,
Thu Mar 15 2018,9:00 pm,Detroit Pistons,113,Denver Nuggets,120,18697,
Thu Mar 15 2018,8:00 pm,Los Angeles Clippers,96,Houston Rockets,101,18055,
Thu Mar 15 2018,7:00 pm,Toronto Raptors,106,Indiana Pacers,99,17923,
Thu Mar 15 2018,8:00 pm,Chicago Bulls,111,Memphis Grizzlies,110,16511,
Thu Mar 15 2018,7:30 pm,Philadelphia 76ers,118,New York Knicks,110,18894,
Thu Mar 15 2018,10:00 pm,Cleveland Cavaliers,105,Portland Trail Blazers,113,19806,
Thu Mar 15 2018,8:30 pm,New Orleans Pelicans,93,San Antonio Spurs,98,18418,
Thu Mar 15 2018,9:00 pm,Phoenix Suns,88,Utah Jazz,116,18306,
Fri Mar 16 2018,10:30 pm,Sacramento Kings,98,Golden State Warriors,93,19596,
Fri Mar 16 2018,10:30 pm,Miami Heat,92,Los Angeles Lakers,91,18997,
Fri Mar 16 2018,8:00 pm,Los Angeles Clippers,113,Oklahoma City Thunder,121,18203,
Fri Mar 16 2018,7:00 pm,Boston Celtics,92,Orlando Magic,83,18981,
Fri Mar 16 2018,7:00 pm,Brooklyn Nets,116,Philadelphia 76ers,120,20666,
Fri Mar 16 2018,7:30 pm,Dallas Mavericks,115,Toronto Raptors,122,19800,
Sat Mar 17 2018,7:30 pm,Dallas Mavericks,106,Brooklyn Nets,114,13877,
Sat Mar 17 2018,8:00 pm,Cleveland Cavaliers,114,Chicago Bulls,109,22983,
Sat Mar 17 2018,8:00 pm,Denver Nuggets,94,Memphis Grizzlies,101,16501,
Sat Mar 17 2018,6:00 pm,Atlanta Hawks,117,Milwaukee Bucks,122,18717,
Sat Mar 17 2018,7:00 pm,Houston Rockets,107,New Orleans Pelicans,101,18495,
Sat Mar 17 2018,7:30 pm,Charlotte Hornets,101,New York Knicks,124,17760,
Sat Mar 17 2018,10:00 pm,Golden State Warriors,124,Phoenix Suns,109,18055,
Sat Mar 17 2018,10:00 pm,Detroit Pistons,87,Portland Trail Blazers,100,19727,
Sat Mar 17 2018,8:30 pm,Minnesota Timberwolves,101,San Antonio Spurs,117,18418,
Sat Mar 17 2018,9:00 pm,Sacramento Kings,97,Utah Jazz,103,18306,
Sat Mar 17 2018,7:00 pm,Indiana Pacers,102,Washington Wizards,109,18249,
Sun Mar 18 2018,10:30 pm,Portland Trail Blazers,122,Los Angeles Clippers,109,17776,
Sun Mar 18 2018,7:00 pm,Houston Rockets,129,Minnesota Timberwolves,120,18978,
Sun Mar 18 2018,6:00 pm,Boston Celtics,89,New Orleans Pelicans,108,18277,
Sun Mar 18 2018,1:00 pm,Oklahoma City Thunder,132,Toronto Raptors,125,19800,
Mon Mar 19 2018,7:30 pm,Memphis Grizzlies,115,Brooklyn Nets,118,12856,
Mon Mar 19 2018,7:00 pm,Milwaukee Bucks,117,Cleveland Cavaliers,124,20562,
Mon Mar 19 2018,7:00 pm,Los Angeles Lakers,100,Indiana Pacers,110,16603,
Mon Mar 19 2018,7:30 pm,Denver Nuggets,141,Miami Heat,149,Box Score,2OT,19600,
Mon Mar 19 2018,7:30 pm,Chicago Bulls,92,New York Knicks,110,18835,
Mon Mar 19 2018,7:00 pm,Charlotte Hornets,94,Philadelphia 76ers,108,20530,
Mon Mar 19 2018,10:00 pm,Detroit Pistons,106,Sacramento Kings,90,17583,
Mon Mar 19 2018,9:30 pm,Golden State Warriors,75,San Antonio Spurs,89,18418,
Tue Mar 20 2018,8:00 pm,Oklahoma City Thunder,99,Boston Celtics,100,18624,
Tue Mar 20 2018,8:00 pm,Los Angeles Clippers,109,Minnesota Timberwolves,123,16351,
Tue Mar 20 2018,8:00 pm,Dallas Mavericks,105,New Orleans Pelicans,115,14484,
Tue Mar 20 2018,7:00 pm,Toronto Raptors,93,Orlando Magic,86,16228,
Tue Mar 20 2018,10:00 pm,Detroit Pistons,115,Phoenix Suns,88,17400,
Tue Mar 20 2018,10:30 pm,Houston Rockets,115,Portland Trail Blazers,111,20012,
Tue Mar 20 2018,9:00 pm,Atlanta Hawks,99,Utah Jazz,94,18306,
Wed Mar 21 2018,7:30 pm,Charlotte Hornets,111,Brooklyn Nets,105,10231,
Wed Mar 21 2018,8:00 pm,Denver Nuggets,135,Chicago Bulls,102,20671,
Wed Mar 21 2018,7:00 pm,Toronto Raptors,129,Cleveland Cavaliers,132,20562,
Wed Mar 21 2018,7:30 pm,New York Knicks,98,Miami Heat,119,19600,
Wed Mar 21 2018,8:00 pm,Los Angeles Clippers,127,Milwaukee Bucks,120,17916,
Wed Mar 21 2018,8:00 pm,Indiana Pacers,92,New Orleans Pelicans,96,14148,
Wed Mar 21 2018,7:00 pm,Memphis Grizzlies,105,Philadelphia 76ers,119,10411,
Wed Mar 21 2018,9:30 pm,Washington Wizards,90,San Antonio Spurs,98,18418,
Thu Mar 22 2018,7:00 pm,Memphis Grizzlies,79,Charlotte Hornets,140,15033,
Thu Mar 22 2018,8:30 pm,Utah Jazz,119,Dallas Mavericks,112,19725,
Thu Mar 22 2018,8:00 pm,Detroit Pistons,96,Houston Rockets,100,18055,
Thu Mar 22 2018,8:00 pm,Los Angeles Lakers,125,New Orleans Pelicans,128,18037,
Thu Mar 22 2018,7:00 pm,Philadelphia 76ers,118,Orlando Magic,98,17881,
Thu Mar 22 2018,10:00 pm,Atlanta Hawks,90,Sacramento Kings,105,17583,
Fri Mar 23 2018,8:00 pm,Milwaukee Bucks,118,Chicago Bulls,105,21698,
Fri Mar 23 2018,7:30 pm,Phoenix Suns,95,Cleveland Cavaliers,120,20562,
Fri Mar 23 2018,10:30 pm,Atlanta Hawks,94,Golden State Warriors,106,19596,
Fri Mar 23 2018,7:00 pm,Los Angeles Clippers,104,Indiana Pacers,109,17923,
Fri Mar 23 2018,7:30 pm,Minnesota Timberwolves,108,New York Knicks,104,18914,
Fri Mar 23 2018,8:00 pm,Miami Heat,99,Oklahoma City Thunder,105,18203,
Fri Mar 23 2018,10:00 pm,Boston Celtics,105,Portland Trail Blazers,100,19575,
Fri Mar 23 2018,8:30 pm,Utah Jazz,120,San Antonio Spurs,124,18418,
Fri Mar 23 2018,7:30 pm,Brooklyn Nets,112,Toronto Raptors,116,19800,
Fri Mar 23 2018,7:00 pm,Denver Nuggets,108,Washington Wizards,100,19016,
Sat Mar 24 2018,8:30 pm,Charlotte Hornets,102,Dallas Mavericks,98,20085,
Sat Mar 24 2018,7:00 pm,Chicago Bulls,95,Detroit Pistons,117,19139,
Sat Mar 24 2018,8:00 pm,New Orleans Pelicans,91,Houston Rockets,114,18055,
Sat Mar 24 2018,8:00 pm,Los Angeles Lakers,100,Memphis Grizzlies,93,18119,
Sat Mar 24 2018,7:00 pm,Phoenix Suns,99,Orlando Magic,105,17393,
Sat Mar 24 2018,6:00 pm,Minnesota Timberwolves,108,Philadelphia 76ers,120,20668,
Sun Mar 25 2018,1:00 pm,Cleveland Cavaliers,121,Brooklyn Nets,114,17732,
Sun Mar 25 2018,8:30 pm,Utah Jazz,110,Golden State Warriors,91,19596,
Sun Mar 25 2018,8:00 pm,Atlanta Hawks,99,Houston Rockets,118,18055,
Sun Mar 25 2018,5:00 pm,Miami Heat,107,Indiana Pacers,113,17923,
Sun Mar 25 2018,3:30 pm,San Antonio Spurs,103,Milwaukee Bucks,106,18717,
Sun Mar 25 2018,7:00 pm,Portland Trail Blazers,108,Oklahoma City Thunder,105,18203,
Sun Mar 25 2018,6:00 pm,Boston Celtics,104,Sacramento Kings,93,17583,
Sun Mar 25 2018,6:00 pm,Los Angeles Clippers,117,Toronto Raptors,106,19800,
Sun Mar 25 2018,6:00 pm,New York Knicks,101,Washington Wizards,97,18884,
Mon Mar 26 2018,7:00 pm,New York Knicks,128,Charlotte Hornets,137,14487,
Mon Mar 26 2018,7:00 pm,Los Angeles Lakers,106,Detroit Pistons,112,18718,
Mon Mar 26 2018,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,93,16290,
Mon Mar 26 2018,7:00 pm,Denver Nuggets,104,Philadelphia 76ers,123,20585,
Mon Mar 26 2018,10:00 pm,Boston Celtics,102,Phoenix Suns,94,18055,
Tue Mar 27 2018,10:30 pm,Indiana Pacers,92,Golden State Warriors,81,19596,
Tue Mar 27 2018,8:00 pm,Chicago Bulls,86,Houston Rockets,118,18055,
Tue Mar 27 2018,10:30 pm,Milwaukee Bucks,98,Los Angeles Clippers,105,19068,
Tue Mar 27 2018,8:00 pm,Cleveland Cavaliers,79,Miami Heat,98,20093,
Tue Mar 27 2018,8:00 pm,Portland Trail Blazers,107,New Orleans Pelicans,103,15426,
Tue Mar 27 2018,10:00 pm,Dallas Mavericks,103,Sacramento Kings,97,17583,
Tue Mar 27 2018,7:30 pm,Denver Nuggets,110,Toronto Raptors,114,19800,
Tue Mar 27 2018,7:00 pm,San Antonio Spurs,106,Washington Wizards,116,19588,
Wed Mar 28 2018,7:00 pm,Cleveland Cavaliers,118,Charlotte Hornets,105,19474,
Wed Mar 28 2018,10:30 pm,Dallas Mavericks,93,Los Angeles Lakers,103,18997,
Wed Mar 28 2018,8:00 pm,Portland Trail Blazers,103,Memphis Grizzlies,108,16050,
Wed Mar 28 2018,8:00 pm,Atlanta Hawks,114,Minnesota Timberwolves,126,16183,
Wed Mar 28 2018,7:00 pm,Brooklyn Nets,111,Orlando Magic,104,16517,
Wed Mar 28 2018,7:00 pm,New York Knicks,101,Philadelphia 76ers,118,20655,
Wed Mar 28 2018,10:00 pm,Los Angeles Clippers,111,Phoenix Suns,99,17005,
Wed Mar 28 2018,9:30 pm,Boston Celtics,97,Utah Jazz,94,18306,
Thu Mar 29 2018,7:00 pm,Washington Wizards,92,Detroit Pistons,103,18268,
Thu Mar 29 2018,10:30 pm,Milwaukee Bucks,116,Golden State Warriors,107,19596,
Thu Mar 29 2018,7:30 pm,Chicago Bulls,92,Miami Heat,103,19746,
Thu Mar 29 2018,10:00 pm,Indiana Pacers,106,Sacramento Kings,103,11360,
Thu Mar 29 2018,8:00 pm,Oklahoma City Thunder,99,San Antonio Spurs,103,18418,
Fri Mar 30 2018,7:30 pm,Philadelphia 76ers,101,Atlanta Hawks,91,16579,
Fri Mar 30 2018,8:00 pm,New Orleans Pelicans,102,Cleveland Cavaliers,107,20562,
Fri Mar 30 2018,8:30 pm,Minnesota Timberwolves,93,Dallas Mavericks,92,20244,
Fri Mar 30 2018,8:00 pm,Phoenix Suns,103,Houston Rockets,104,18055,
Fri Mar 30 2018,10:30 pm,Milwaukee Bucks,124,Los Angeles Lakers,122,18997,
Fri Mar 30 2018,8:00 pm,Denver Nuggets,126,Oklahoma City Thunder,125,18203,
Fri Mar 30 2018,7:00 pm,Chicago Bulls,90,Orlando Magic,82,18918,
Fri Mar 30 2018,10:30 pm,Los Angeles Clippers,96,Portland Trail Blazers,105,20013,
Fri Mar 30 2018,9:00 pm,Memphis Grizzlies,97,Utah Jazz,107,18306,
Sat Mar 31 2018,7:30 pm,Toronto Raptors,99,Boston Celtics,110,18624,
Sat Mar 31 2018,8:00 pm,Brooklyn Nets,110,Miami Heat,109,19600,
Sat Mar 31 2018,5:00 pm,Detroit Pistons,115,New York Knicks,109,19812,
Sat Mar 31 2018,10:00 pm,Golden State Warriors,112,Sacramento Kings,96,17583,
Sat Mar 31 2018,3:00 pm,Charlotte Hornets,93,Washington Wizards,107,19071,
Sun Apr 1 2018,6:00 pm,Orlando Magic,88,Atlanta Hawks,94,13587,
Sun Apr 1 2018,6:00 pm,Detroit Pistons,108,Brooklyn Nets,96,16097,
Sun Apr 1 2018,3:30 pm,Washington Wizards,94,Chicago Bulls,113,20466,
Sun Apr 1 2018,1:00 pm,Philadelphia 76ers,119,Charlotte Hornets,102,17005,
Sun Apr 1 2018,6:00 pm,Dallas Mavericks,87,Cleveland Cavaliers,98,20562,
Sun Apr 1 2018,8:00 pm,Milwaukee Bucks,125,Denver Nuggets,128,19520,
Sun Apr 1 2018,8:30 pm,Phoenix Suns,107,Golden State Warriors,117,19596,
Sun Apr 1 2018,3:30 pm,Indiana Pacers,111,Los Angeles Clippers,104,15866,
Sun Apr 1 2018,9:30 pm,Sacramento Kings,84,Los Angeles Lakers,83,18997,
Sun Apr 1 2018,7:00 pm,Utah Jazz,121,Minnesota Timberwolves,97,18978,
Sun Apr 1 2018,6:00 pm,Oklahoma City Thunder,109,New Orleans Pelicans,104,18500,
Sun Apr 1 2018,9:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,113,19545,
Sun Apr 1 2018,3:30 pm,Houston Rockets,83,San Antonio Spurs,100,18418,
Tue Apr 3 2018,8:00 pm,Charlotte Hornets,114,Chicago Bulls,120,20139,
Tue Apr 3 2018,7:00 pm,Toronto Raptors,106,Cleveland Cavaliers,112,20562,
Tue Apr 3 2018,8:30 pm,Portland Trail Blazers,109,Dallas Mavericks,115,19624,
Tue Apr 3 2018,9:00 pm,Indiana Pacers,104,Denver Nuggets,107,14743,
Tue Apr 3 2018,8:00 pm,Washington Wizards,104,Houston Rockets,120,18055,
Tue Apr 3 2018,10:30 pm,San Antonio Spurs,110,Los Angeles Clippers,113,17449,
Tue Apr 3 2018,7:30 pm,Atlanta Hawks,98,Miami Heat,101,19600,
Tue Apr 3 2018,8:00 pm,Boston Celtics,102,Milwaukee Bucks,106,16188,
Tue Apr 3 2018,7:30 pm,Orlando Magic,97,New York Knicks,73,19812,
Tue Apr 3 2018,8:00 pm,Golden State Warriors,111,Oklahoma City Thunder,107,18203,
Tue Apr 3 2018,7:00 pm,Brooklyn Nets,95,Philadelphia 76ers,121,20710,
Tue Apr 3 2018,10:00 pm,Sacramento Kings,94,Phoenix Suns,97,16826,
Tue Apr 3 2018,9:00 pm,Los Angeles Lakers,110,Utah Jazz,117,18306,
Wed Apr 4 2018,7:30 pm,Miami Heat,115,Atlanta Hawks,86,16696,
Wed Apr 4 2018,7:00 pm,Philadelphia 76ers,115,Detroit Pistons,108,18395,
Wed Apr 4 2018,10:30 pm,San Antonio Spurs,112,Los Angeles Lakers,122,18997,
Wed Apr 4 2018,8:00 pm,Memphis Grizzlies,95,New Orleans Pelicans,123,16521,
Wed Apr 4 2018,7:00 pm,Dallas Mavericks,100,Orlando Magic,105,18112,
Wed Apr 4 2018,8:00 pm,Boston Celtics,78,Toronto Raptors,96,19963,
Thu Apr 5 2018,8:00 pm,Washington Wizards,115,Cleveland Cavaliers,119,20562,
Thu Apr 5 2018,10:30 pm,Minnesota Timberwolves,96,Denver Nuggets,100,16415,
Thu Apr 5 2018,8:00 pm,Portland Trail Blazers,94,Houston Rockets,96,18055,
Thu Apr 5 2018,7:00 pm,Golden State Warriors,106,Indiana Pacers,126,17923,
Thu Apr 5 2018,8:00 pm,Brooklyn Nets,119,Milwaukee Bucks,111,18378,
Thu Apr 5 2018,9:00 pm,Los Angeles Clippers,95,Utah Jazz,117,18306,
Fri Apr 6 2018,7:30 pm,Chicago Bulls,104,Boston Celtics,111,18624,
Fri Apr 6 2018,7:00 pm,Dallas Mavericks,106,Detroit Pistons,113,18768,
Fri Apr 6 2018,10:30 pm,Minnesota Timberwolves,113,Los Angeles Lakers,96,18997,
Fri Apr 6 2018,8:00 pm,Sacramento Kings,94,Memphis Grizzlies,93,16527,
Fri Apr 6 2018,7:30 pm,Miami Heat,98,New York Knicks,122,19569,
Fri Apr 6 2018,7:00 pm,Charlotte Hornets,137,Orlando Magic,100,17018,
Fri Apr 6 2018,7:00 pm,Cleveland Cavaliers,130,Philadelphia 76ers,132,20769,
Fri Apr 6 2018,10:00 pm,New Orleans Pelicans,122,Phoenix Suns,103,18055,
Fri Apr 6 2018,7:30 pm,Indiana Pacers,73,Toronto Raptors,92,19924,
Fri Apr 6 2018,7:00 pm,Atlanta Hawks,103,Washington Wizards,97,19557,
Sat Apr 7 2018,8:00 pm,Brooklyn Nets,124,Chicago Bulls,96,21669,
Sat Apr 7 2018,8:30 pm,New Orleans Pelicans,126,Golden State Warriors,120,19596,
Sat Apr 7 2018,8:30 pm,Oklahoma City Thunder,108,Houston Rockets,102,18055,
Sat Apr 7 2018,3:30 pm,Denver Nuggets,134,Los Angeles Clippers,115,16166,
Sat Apr 7 2018,7:30 pm,Milwaukee Bucks,115,New York Knicks,102,19812,
Sat Apr 7 2018,9:00 pm,Portland Trail Blazers,105,San Antonio Spurs,116,18610,
Sun Apr 8 2018,1:00 pm,Atlanta Hawks,112,Boston Celtics,106,18624,
Sun Apr 8 2018,1:00 pm,Indiana Pacers,123,Charlotte Hornets,117,16629,
Sun Apr 8 2018,6:00 pm,Utah Jazz,112,Los Angeles Lakers,97,18997,
Sun Apr 8 2018,3:30 pm,Detroit Pistons,117,Memphis Grizzlies,130,16044,
Sun Apr 8 2018,1:00 pm,Dallas Mavericks,97,Philadelphia 76ers,109,20846,
Sun Apr 8 2018,9:00 pm,Golden State Warriors,117,Phoenix Suns,100,18055,
